Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features,Number of Results,seed_word,source_file
503 area code,Informational,90500,"0.83,0.67,1.00,1.00,0.83,0.83,0.67,0.83,0.67,0.83,1.00,0.83",14,0.35,0.0,"AI Overview, People also ask, Related searches",6.0,code,code_broad-match_us_2025-12-12.csv
513 area code,Informational,90500,"0.82,0.67,0.67,1.00,0.67,0.82,0.82,0.82,0.82,1.00,1.00,0.82",25,0.59,0.0,"Sitelinks, AI Overview, Image pack, Video, Related searches",97000000.0,code,code_broad-match_us_2025-12-12.csv
559 area code,Informational,90500,"0.54,0.66,1.00,0.66,0.44,0.54,0.54,0.54,0.44,0.54,0.54,0.36",15,0.6,0.0,"Sitelinks, AI Overview, Image pack, Video, Related searches",,code,code_broad-match_us_2025-12-12.csv
571 area code,Informational,90500,"1.00,1.00,1.00,0.82,0.67,1.00,0.82,0.67,0.82,0.82,0.82,0.67",11,0.83,0.0,"Sitelinks, AI Overview, Image pack, Video, Related searches",8.0,code,code_broad-match_us_2025-12-12.csv
609 area code,"Informational, Commercial",90500,"1.00,0.82,0.82,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.82",11,0.99,0.0,"Sitelinks, AI Overview, Image pack, Video, Related searches",9.0,code,code_broad-match_us_2025-12-12.csv
614 area code,"Informational, Commercial",90500,"1.00,1.00,1.00,1.00,1.00,1.00,0.82,1.00,1.00,1.00,1.00,0.82",29,1.91,0.0,"Sitelinks, AI Overview, Video, Related searches",,code,code_broad-match_us_2025-12-12.csv
631 area code,Informational,90500,"1.00,0.67,0.67,0.67,0.67,0.67,0.82,0.67,0.67,0.82,0.82,0.82",19,0.69,0.0,"Featured snippet, Sitelinks, People also ask, Related searches, Things to know",9.0,code,code_broad-match_us_2025-12-12.csv
650 area code,Informational,90500,"0.54,0.66,0.66,0.54,0.54,0.54,0.44,0.36,0.44,1.00,0.81,0.44",12,1.18,0.0,"Sitelinks, AI Overview, Image pack, Video, Related searches",10.0,code,code_broad-match_us_2025-12-12.csv
661 area code,Informational,90500,"1.00,1.00,1.00,1.00,0.83,0.83,0.67,0.67,0.67,0.83,0.83,0.67",15,0.5,0.0,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches",10.0,code,code_broad-match_us_2025-12-12.csv
703 area code,"Informational, Commercial",90500,"1.00,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,1.00,0.82,0.82",25,0.65,0.0,"Sitelinks, AI Overview, Image pack, Video, Related searches",9.0,code,code_broad-match_us_2025-12-12.csv
706 area code,Informational,90500,"1.00,0.82,0.82,0.82,0.82,1.00,1.00,1.00,1.00,1.00,1.00,1.00",29,0.62,0.0,"Sitelinks, AI Overview, People also ask, Related searches",58500000.0,code,code_broad-match_us_2025-12-12.csv
713 area code,"Informational, Commercial",90500,"0.82,0.67,0.82,0.82,0.67,0.67,0.67,0.82,0.67,1.00,1.00,0.67",12,2.38,0.0,"Sitelinks, AI Overview, Image pack, Video, Related searches, See results about",9.0,code,code_broad-match_us_2025-12-12.csv
716 area code,"Informational, Commercial",90500,"1.00,0.82,0.82,1.00,0.67,0.82,0.82,0.82,0.82,1.00,0.82,0.67",22,0.82,0.0,"Sitelinks, AI Overview, Video, People also ask, Related searches, Things to know",9.0,code,code_broad-match_us_2025-12-12.csv
717 area code,"Informational, Commercial",90500,"1.00,0.82,0.82,0.82,0.82,1.00,0.82,0.82,0.82,0.82,0.82,0.82",28,0.75,0.0,"Sitelinks, AI Overview, Video, People also ask, Related searches",63900000.0,code,code_broad-match_us_2025-12-12.csv
719 area code,Informational,90500,"0.67,0.67,0.67,0.82,0.82,1.00,0.82,0.82,0.82,0.67,0.82,0.67",27,0.7,0.0,"AI Overview, Image pack, Video, People also ask, Related searches",56300000.0,code,code_broad-match_us_2025-12-12.csv
773 area code,Informational,90500,"0.83,0.83,1.00,1.00,0.67,0.83,0.83,0.83,1.00,1.00,1.00,0.83",20,1.31,0.0,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches",8.0,code,code_broad-match_us_2025-12-12.csv
804 area code,"Informational, Commercial",90500,"1.00,0.81,0.81,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",29,0.66,0.0,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches, Things to know",49900000.0,code,code_broad-match_us_2025-12-12.csv
808 area code,"Informational, Commercial",90500,"0.81,0.81,0.81,0.81,1.00,1.00,0.81,1.00,1.00,1.00,1.00,1.00",15,0.72,0.0,"Sitelinks, AI Overview, Video, Related searches",,code,code_broad-match_us_2025-12-12.csv
844 area code,Informational,90500,"0.81,0.81,1.00,1.00,1.00,0.81,1.00,1.00,0.81,1.00,1.00,1.00",27,0.77,0.0,"Sitelinks, AI Overview, Video, People also ask, Related searches",87000000.0,code,code_broad-match_us_2025-12-12.csv
913 area code,"Informational, Commercial",90500,"0.67,0.55,0.55,0.67,0.67,1.00,0.82,0.82,1.00,0.82,0.67,0.82",12,0.74,0.0,"Sitelinks, AI Overview, Image pack, Video, Related searches",10.0,code,code_broad-match_us_2025-12-12.csv
914 area code,Informational,90500,"0.66,0.66,1.00,0.81,0.36,0.44,0.54,0.30,0.44,0.54,0.54,0.44",15,2.69,0.0,"AI Overview, Image pack, Video, People also ask, Related searches, Things to know",7.0,code,code_broad-match_us_2025-12-12.csv
978 area code,Informational,90500,"0.54,1.00,0.81,0.54,0.36,0.44,0.44,0.44,0.44,0.44,0.44,0.36",24,0.76,0.0,"Sitelinks, AI Overview, People also ask, Related searches, Things to know",565000000.0,code,code_broad-match_us_2025-12-12.csv
fashion nova discount code,Transactional,90500,"0.82,1.00,0.45,0.55,0.55,0.67,0.67,1.00,0.82,1.00,0.82,0.67",20,0.44,1.0,"Sitelinks, Video, People also ask, Related searches, Ads bottom",9.0,code,code_broad-match_us_2025-12-12.csv
217 area code,Informational,74000,"0.81,0.66,0.66,0.81,0.81,0.81,0.81,0.54,0.66,0.66,1.00,0.81",22,0.55,0.0,"AI Overview, Video, People also ask, Related searches, Things to know",198000000.0,code,code_broad-match_us_2025-12-12.csv
224 area code,Informational,74000,"0.81,0.66,0.81,0.81,0.81,1.00,0.81,0.81,0.81,0.81,1.00,0.66",14,0.47,0.0,"AI Overview, Video, People also ask, Related searches",7.0,code,code_broad-match_us_2025-12-12.csv
301 area code,"Informational, Commercial",74000,"1.00,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82",19,0.32,0.0,"Sitelinks, AI Overview, Image, Image pack, People also ask, Related searches, See results about",8.0,code,code_broad-match_us_2025-12-12.csv
304 area code,Informational,74000,"0.81,0.81,0.66,0.81,0.66,0.81,0.81,0.81,0.66,1.00,0.81,0.66",23,0.47,0.0,"AI Overview, Image pack, Video, People also ask, Related searches, Things to know",166000000.0,code,code_broad-match_us_2025-12-12.csv
332 area code,Informational,74000,"1.00,0.81,0.66,0.81,0.81,0.66,0.81,0.81,0.81,0.81,0.81,0.81",14,1.06,0.0,"Sitelinks, AI Overview, Image, Image pack, Related searches, See results about",9.0,code,code_broad-match_us_2025-12-12.csv
336 area code,Informational,74000,"1.00,0.67,0.67,0.67,0.82,0.67,0.67,0.55,0.55,0.67,0.82,0.67",12,0.58,0.0,"Sitelinks, AI Overview, Image pack, Video, Related searches",10.0,code,code_broad-match_us_2025-12-12.csv
360 area code,Informational,74000,"0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,1.00,0.66",28,0.28,0.0,"AI Overview, People also ask, Related searches",547000000.0,code,code_broad-match_us_2025-12-12.csv
401 area code,Informational,74000,"1.00,0.81,0.81,0.81,0.81,1.00,0.81,1.00,1.00,1.00,1.00,1.00",25,0.82,0.0,"AI Overview, People also ask, Related searches, Things to know",163000000.0,code,code_broad-match_us_2025-12-12.csv
412 area code,Informational,74000,"1.00,0.81,0.81,1.00,0.81,1.00,0.81,0.81,0.81,1.00,1.00,1.00",14,0.9,0.0,"AI Overview, Image pack, Video, People also ask, Related searches",5.0,code,code_broad-match_us_2025-12-12.csv
425 area code,"Informational, Commercial",74000,"1.00,1.00,1.00,1.00,0.81,1.00,1.00,1.00,1.00,1.00,1.00,1.00",25,0.98,0.0,"AI Overview, Image pack, Video, People also ask, Related searches",124000000.0,code,code_broad-match_us_2025-12-12.csv
484 area code,"Informational, Commercial",74000,"1.00,0.81,0.81,1.00,0.81,1.00,1.00,0.81,1.00,1.00,1.00,0.81",24,0.78,0.0,"Sitelinks, AI Overview, Related searches, See results about",,code,code_broad-match_us_2025-12-12.csv
501 area code,Informational,74000,"0.81,0.66,0.81,0.81,0.66,0.81,0.81,0.81,0.81,0.81,1.00,1.00",23,0.74,0.0,"AI Overview, Video, People also ask, Related searches, Things to know",178000000.0,code,code_broad-match_us_2025-12-12.csv
505 area code,Informational,74000,"0.67,0.67,0.67,0.67,0.55,0.55,0.67,0.82,0.82,0.82,0.82,1.00",24,0.44,0.0,"Sitelinks, AI Overview, Video, People also ask, Related searches",112000000.0,code,code_broad-match_us_2025-12-12.csv
508 area code,Informational,74000,"0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.54,0.66,0.81,1.00,0.66",12,0.72,0.0,"Sitelinks, AI Overview, Video, Related searches",,code,code_broad-match_us_2025-12-12.csv
585 area code,Informational,74000,"0.54,0.66,1.00,0.54,0.36,0.36,0.30,0.36,0.44,0.44,0.44,0.54",22,4.99,0.0,"AI Overview, Image pack, Video",,code,code_broad-match_us_2025-12-12.csv
612 area code,Informational,74000,"0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,1.00,0.81,0.66",20,0.39,0.0,"Featured snippet, Image pack, Video, People also ask, Related searches",9.0,code,code_broad-match_us_2025-12-12.csv
662 area code,Informational,74000,"0.67,0.55,0.55,0.55,0.55,1.00,0.67,0.67,0.67,0.82,0.82,0.67",19,0.99,0.0,"AI Overview, Video, People also ask, Related searches",63500000.0,code,code_broad-match_us_2025-12-12.csv
682 area code,Informational,74000,"0.81,0.44,0.66,0.66,0.66,0.81,0.81,0.81,0.81,0.81,1.00,0.66",15,0.61,0.0,"AI Overview, Related searches, See results about",,code,code_broad-match_us_2025-12-12.csv
737 area code,Informational,74000,"0.81,0.66,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,1.00,1.00",27,0.54,0.0,"Sitelinks, AI Overview, Image, Video, People also ask, Related searches, See results about",70000000.0,code,code_broad-match_us_2025-12-12.csv
747 area code,"Informational, Commercial",74000,"1.00,0.82,0.82,0.82,0.82,0.82,0.67,0.82,0.82,0.82,0.82,0.82",21,0.42,0.0,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches",9.0,code,code_broad-match_us_2025-12-12.csv
781 area code,Informational,74000,"0.81,1.00,1.00,0.81,0.54,0.66,0.66,0.54,0.66,0.81,0.81,0.54",22,0.62,0.0,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches",54900000.0,code,code_broad-match_us_2025-12-12.csv
843 area code,"Informational, Commercial",74000,"1.00,1.00,0.81,0.81,0.66,0.81,0.81,1.00,0.66,0.81,0.81,0.81",11,0.53,0.0,"Sitelinks, AI Overview, Image pack, Related searches",6.0,code,code_broad-match_us_2025-12-12.csv
845 area code,Informational,74000,"0.82,0.82,0.67,0.82,0.67,0.67,0.67,0.82,1.00,0.67,0.67,0.67",17,0.49,0.0,"AI Overview, Video, Related searches",8.0,code,code_broad-match_us_2025-12-12.csv
847 area code,Informational,74000,"1.00,0.81,0.81,1.00,1.00,1.00,1.00,1.00,0.81,1.00,1.00,0.81",20,0.2,0.0,"AI Overview, Image pack, Video, People also ask, Related searches",9.0,code,code_broad-match_us_2025-12-12.csv
855 area code,Informational,74000,"0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,1.00,1.00,0.81",25,0.39,0.0,"Sitelinks, AI Overview, Video, Related searches",9.0,code,code_broad-match_us_2025-12-12.csv
857 area code,Informational,74000,"1.00,1.00,0.67,0.82,0.55,0.55,0.45,0.36,0.45,0.45,0.45,0.55",23,0.34,0.0,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches, See results about",10.0,code,code_broad-match_us_2025-12-12.csv
858 area code,"Informational, Commercial",74000,"1.00,0.81,1.00,1.00,0.66,0.66,0.66,0.54,0.66,0.81,0.81,0.81",28,0.98,0.0,"Sitelinks, AI Overview, Video, People also ask, Related searches, See results about",44200000.0,code,code_broad-match_us_2025-12-12.csv
860 area code,Informational,74000,"0.81,0.81,0.66,0.81,0.81,0.81,0.81,0.81,0.81,0.81,1.00,0.66",28,0.91,0.0,"Sitelinks, AI Overview, Image pack, Video, Related searches",10.0,code,code_broad-match_us_2025-12-12.csv
870 area code,Informational,74000,"0.54,0.82,1.00,0.24,0.16,0.24,0.20,0.24,0.20,0.20,0.24,0.16",12,0.31,0.0,"AI Overview, Image pack, Video, Related searches",7.0,code,code_broad-match_us_2025-12-12.csv
903 area code,Informational,74000,"0.81,0.81,0.66,0.81,0.81,0.81,0.66,1.00,0.81,0.81,0.81,0.66",14,0.69,0.0,"AI Overview, Image pack, Video, People also ask, Related searches",9.0,code,code_broad-match_us_2025-12-12.csv
912 area code,Informational,74000,"0.81,0.66,0.66,0.81,0.66,1.00,0.81,0.81,0.66,0.66,0.81,0.66",28,0.73,0.0,"AI Overview, Image pack, Video, People also ask, Related searches, Things to know",44200000.0,code,code_broad-match_us_2025-12-12.csv
928 area code,Informational,74000,"0.82,0.67,0.55,0.67,0.55,0.55,0.55,0.55,0.45,0.55,0.67,1.00",12,1.18,0.0,"Sitelinks, AI Overview, Image pack, Video, Related searches",10.0,code,code_broad-match_us_2025-12-12.csv
970 area code,Informational,74000,"0.67,0.55,0.67,0.82,0.67,0.67,1.00,0.67,0.55,0.67,0.67,0.45",26,1.87,0.0,"AI Overview, Image pack, Video, Related searches",10.0,code,code_broad-match_us_2025-12-12.csv
973 area code,Informational,74000,"1.00,0.81,0.81,0.66,0.81,0.81,0.66,0.66,0.66,0.66,1.00,0.81",27,0.69,0.0,"Featured snippet, Sitelinks, Image pack, Video, People also ask, Related searches",9.0,code,code_broad-match_us_2025-12-12.csv
980 area code,Informational,74000,"0.81,0.66,0.66,1.00,0.81,0.81,0.81,0.81,0.66,0.81,0.81,0.81",24,0.98,0.0,"Sitelinks, AI Overview, Image pack, Video, Related searches, See results about",65300000.0,code,code_broad-match_us_2025-12-12.csv
256 area code,Informational,60500,"0.67,0.81,0.81,0.81,1.00,0.81,0.81,1.00,0.67,0.81,1.00,0.81",12,0.42,0.0,"Sitelinks, AI Overview, Image pack, Related searches",10.0,code,code_broad-match_us_2025-12-12.csv
262 area code,Informational,60500,"0.66,0.54,0.54,1.00,0.66,0.81,0.66,0.66,0.66,0.66,0.66,0.66",29,0.7,0.0,"Sitelinks, AI Overview, Video, People also ask, Related searches, Things to know",287000000.0,code,code_broad-match_us_2025-12-12.csv
318 area code,Informational,60500,"0.81,0.66,0.66,1.00,0.66,0.81,0.81,0.81,1.00,0.81,0.81,0.81",24,1.08,0.0,"AI Overview, Image pack, Video, People also ask",134000000.0,code,code_broad-match_us_2025-12-12.csv
385 area code,Informational,60500,"0.81,0.66,0.66,0.81,0.81,0.81,0.81,0.81,0.81,1.00,1.00,0.81",22,0.58,0.0,"Featured snippet, Video, People also ask, Related searches, See results about",155000000.0,code,code_broad-match_us_2025-12-12.csv
386 area code,Informational,60500,"0.55,0.45,0.45,0.55,0.55,0.55,0.45,0.45,1.00,0.55,0.67,0.36",25,0.9,0.0,"AI Overview, People also ask, Related searches, Things to know",128000000.0,code,code_broad-match_us_2025-12-12.csv
413 area code,Informational,60500,"0.81,1.00,0.81,0.81,0.54,0.81,0.67,0.54,0.67,0.81,0.81,0.54",22,0.92,0.0,"Sitelinks, AI Overview, Video, People also ask, Related searches, Things to know",96400000.0,code,code_broad-match_us_2025-12-12.csv
414 area code,Informational,60500,"1.00,0.81,0.81,1.00,0.67,1.00,1.00,0.81,0.81,0.81,1.00,0.67",27,0.42,0.0,"Sitelinks, AI Overview, Video, People also ask, Related searches, Things to know",96100000.0,code,code_broad-match_us_2025-12-12.csv
419 area code,Informational,60500,"0.81,0.81,0.81,1.00,0.81,1.00,1.00,1.00,0.81,0.81,0.81,0.54",13,0.98,0.0,"AI Overview, Image pack, Video, People also ask, Related searches",10.0,code,code_broad-match_us_2025-12-12.csv
423 area code,Informational,60500,"1.00,0.66,0.81,0.81,0.81,0.81,0.81,1.00,0.81,0.81,1.00,0.66",12,0.38,0.0,"AI Overview, Image pack, Video, Related searches",10.0,code,code_broad-match_us_2025-12-12.csv
509 area code,Informational,60500,"1.00,0.81,0.66,0.81,0.81,1.00,0.66,0.81,0.81,1.00,1.00,0.81",20,0.55,0.0,"AI Overview, Video, People also ask, Related searches, Things to know",101000000.0,code,code_broad-match_us_2025-12-12.csv
515 area code,Informational,60500,"0.81,0.66,0.66,0.81,0.66,1.00,1.00,0.54,0.81,0.81,1.00,0.81",25,0.25,0.0,"Sitelinks, AI Overview, Video, Related searches",92200000.0,code,code_broad-match_us_2025-12-12.csv
551 area code,"Informational, Commercial",60500,"1.00,1.00,1.00,0.81,0.81,0.81,0.81,0.81,0.66,0.81,0.81,0.54",20,1.27,0.0,"Featured snippet, Image pack, People also ask, Related searches",10.0,code,code_broad-match_us_2025-12-12.csv
570 area code,Informational,60500,"1.00,0.81,0.66,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81",14,0.64,0.0,"AI Overview, People also ask, Related searches, Things to know",10.0,code,code_broad-match_us_2025-12-12.csv
601 area code,Informational,60500,"0.66,0.66,0.54,0.54,0.44,0.54,0.54,0.54,1.00,0.81,0.81,0.54",12,0.74,0.0,"AI Overview, Image, Video, Related searches",10.0,code,code_broad-match_us_2025-12-12.csv
603 area code,Informational,60500,"0.81,0.81,0.66,0.81,0.81,0.66,0.81,0.81,0.66,1.00,1.00,0.81",13,0.7,0.0,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches, Things to know",10.0,code,code_broad-match_us_2025-12-12.csv
607 area code,Informational,60500,"1.00,0.44,0.36,0.67,0.36,0.36,0.44,0.30,0.44,0.44,0.44,0.44",14,0.2,0.0,"AI Overview, Image pack, Video, People also ask, Related searches, Things to know",10.0,code,code_broad-match_us_2025-12-12.csv
608 area code,Informational,60500,"1.00,0.81,0.66,0.81,0.81,1.00,0.81,0.81,0.81,1.00,0.81,0.81",14,0.71,0.0,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches",8.0,code,code_broad-match_us_2025-12-12.csv
610 area code,Informational,60500,"1.00,0.81,0.81,0.81,0.81,1.00,1.00,0.81,0.81,0.81,1.00,0.81",25,3.65,0.0,"Sitelinks, AI Overview, Video, People also ask, Related searches, Things to know",111000000.0,code,code_broad-match_us_2025-12-12.csv
740 area code,Informational,60500,"0.81,0.81,0.81,0.81,0.81,0.81,1.00,1.00,0.81,0.81,0.81,0.81",27,0.71,0.0,"AI Overview, Video, People also ask, Related searches",80300000.0,code,code_broad-match_us_2025-12-12.csv
754 area code,"Informational, Commercial",60500,"0.30,0.44,1.00,0.44,0.44,0.36,0.24,0.30,0.36,0.44,0.30,0.30",29,0.87,0.0,"AI Overview, Image pack, People also ask, Related searches",19900000.0,code,code_broad-match_us_2025-12-12.csv
774 area code,"Informational, Commercial",60500,"0.44,1.00,0.67,0.67,0.44,0.44,0.36,0.36,0.36,0.36,0.44,0.36",14,0.91,0.0,"AI Overview, Image pack, People also ask, Related searches",10.0,code,code_broad-match_us_2025-12-12.csv
812 area code,Informational,60500,"1.00,1.00,0.81,0.81,0.81,0.81,0.81,0.81,1.00,1.00,1.00,0.81",29,0.87,0.0,"Sitelinks, AI Overview, Video, People also ask, Related searches",54300000.0,code,code_broad-match_us_2025-12-12.csv
815 area code,"Informational, Commercial",60500,"0.81,0.81,0.66,1.00,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.66",15,0.64,0.0,"Sitelinks, AI Overview, Related searches",69000000.0,code,code_broad-match_us_2025-12-12.csv
864 area code,Informational,60500,"1.00,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,1.00,0.81,0.81",25,0.39,0.0,"AI Overview, Related searches",46000000.0,code,code_broad-match_us_2025-12-12.csv
866 area code,Informational,60500,"0.81,0.66,0.81,0.81,0.81,0.81,0.81,0.81,0.81,1.00,1.00,0.81",27,3.87,0.0,"Sitelinks, AI Overview, Video, People also ask, Related searches",10.0,code,code_broad-match_us_2025-12-12.csv
920 area code,Informational,60500,"0.81,0.66,0.81,1.00,1.00,1.00,1.00,1.00,0.81,0.81,1.00,1.00",22,0.61,0.0,"Sitelinks, AI Overview, Video, People also ask, Related searches, Things to know",61000000.0,code,code_broad-match_us_2025-12-12.csv
937 area code,"Informational, Commercial",60500,"0.81,0.67,0.81,0.81,1.00,1.00,1.00,0.67,0.67,0.81,0.81,0.67",11,0.7,0.0,"AI Overview, Image pack, Video, Related searches",10.0,code,code_broad-match_us_2025-12-12.csv
941 area code,"Informational, Commercial",60500,"0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,1.00,1.00,0.82",14,0.83,0.0,"AI Overview, Image pack, Video, People also ask, Related searches",10.0,code,code_broad-match_us_2025-12-12.csv
971 area code,Informational,60500,"1.00,0.66,0.81,0.81,0.81,1.00,1.00,0.81,0.81,0.81,0.81,0.81",23,0.2,0.0,"AI Overview, Video, Related searches",54900000.0,code,code_broad-match_us_2025-12-12.csv
