phrase,seed_word,source_type,frequency,intent,volume,keyword_difficulty,cpc
zip code brooklyn new york usa,code,semrush,6600,Informational,6600,13,0.41
zip code chicago illinois usa,code,semrush,6600,Informational,6600,28,0.45
zip code detroit michigan usa,code,semrush,6600,Informational,6600,15,0.44
zip code for baltimore maryland usa,code,semrush,6600,Informational,6600,21,0.44
zip code for los angeles city,code,semrush,6600,Informational,6600,22,0.44
zip code for pennsylvania philadelphia,code,semrush,6600,Informational,6600,15,0.46
zip code from chicago,code,semrush,6600,Informational,6600,25,0.4
zip code of baltimore maryland usa,code,semrush,6600,Informational,6600,25,0.44
zip code of okc,code,semrush,6600,Informational,6600,26,0.44
zip code of orlando florida usa,code,semrush,6600,Informational,6600,27,0.45
zip code to albuquerque new mexico,code,semrush,6600,Informational,6600,24,0.44
zip code usa florida orlando,code,semrush,6600,Informational,6600,29,0.44
zip code usa orlando,code,semrush,6600,Informational,6600,27,0.45
zip code usa orlando florida,code,semrush,6600,Informational,6600,26,0.44
zip codes for charlotte,code,semrush,6600,Informational,6600,16,0.4
zip codes in oklahoma city ok,code,semrush,6600,Informational,6600,13,0.46
225 area code location,code,semrush,5400,Informational,5400,20,0.16
302 status code,code,semrush,5400,Informational,5400,24,0.25
310 telephone code,code,semrush,5400,"Informational, Commercial",5400,24,1.3
313 area code location,code,semrush,5400,Informational,5400,26,5.04
314 area code location,code,semrush,5400,Informational,5400,24,0.81
314 code area,code,semrush,5400,"Informational, Commercial",5400,29,0.81
316 area code location,code,semrush,5400,Informational,5400,20,0.91
317 area code location,code,semrush,5400,"Informational, Commercial",5400,29,0.64
318 area code location,code,semrush,5400,Informational,5400,24,0.67
424 area code location,code,semrush,5400,"Informational, Commercial",5400,20,0.56
469 area code location,code,semrush,5400,"Informational, Commercial",5400,28,0.68
470 country code,code,semrush,5400,Informational,5400,21,0.61
504 area code location,code,semrush,5400,Informational,5400,25,1.57
516 area code location,code,semrush,5400,Informational,5400,24,0.46
516 telephone area code,code,semrush,5400,"Informational, Commercial",5400,15,0.46
609 telephone area code,code,semrush,5400,"Informational, Commercial",5400,24,0.99
613 phone area code,code,semrush,5400,"Informational, Commercial",5400,24,0.33
626 area code location,code,semrush,5400,Informational,5400,16,0.74
630 area code location,code,semrush,5400,"Informational, Commercial",5400,22,3.74
702 area code location,code,semrush,5400,Informational,5400,16,1.12
707 california area code,code,semrush,5400,Informational,5400,27,1.02
813 area code location,code,semrush,5400,"Informational, Commercial",5400,21,0.85
845 area code location,code,semrush,5400,Informational,5400,19,1.34
903 phone code,code,semrush,5400,Informational,5400,19,0.69
90837 cpt code,code,semrush,5400,Informational,5400,27,2.93
929 area code location,code,semrush,5400,Informational,5400,21,0.67
949 area code location,code,semrush,5400,"Informational, Commercial",5400,23,0.44
951 area code ca,code,semrush,5400,"Informational, Commercial",5400,26,0.6
99203 cpt code,code,semrush,5400,Informational,5400,9,2.51
abercrombie and fitch discount code,code,semrush,5400,"Informational, Transactional",5400,22,1.03
afk journey codes,code,semrush,5400,Informational,5400,20,6.5
alo yoga coupon code,code,semrush,5400,Transactional,5400,24,1.49
america zip code florida,code,semrush,5400,Informational,5400,29,0.44
archero 2 redeem code,code,semrush,5400,Informational,5400,23,4.18
area 713 code,code,semrush,5400,Informational,5400,19,0.85
area code 212,code,semrush,5400,Informational,5400,20,3.76
area code 301 location,code,semrush,5400,Informational,5400,9,0.32
area code 310 location,code,semrush,5400,"Informational, Commercial",5400,26,2.65
area code 313 location,code,semrush,5400,"Informational, Commercial",5400,20,5.04
area code 337,code,semrush,5400,Informational,5400,24,0.5
area code 408 location,code,semrush,5400,"Informational, Commercial",5400,26,0.92
area code 424 location,code,semrush,5400,"Informational, Commercial",5400,27,0.56
area code 425 location,code,semrush,5400,Informational,5400,19,0.98
area code 502 location,code,semrush,5400,Informational,5400,23,0.45
area code 503 location,code,semrush,5400,Informational,5400,20,0.61
area code 505 location,code,semrush,5400,Informational,5400,19,1.14
area code 508 location,code,semrush,5400,Informational,5400,9,0.72
area code 512 location,code,semrush,5400,"Informational, Commercial",5400,20,0.19
area code 513 location,code,semrush,5400,Informational,5400,17,1.19
area code 516 location,code,semrush,5400,"Informational, Commercial",5400,23,0.46
area code 567,code,semrush,5400,Informational,5400,14,0.68
area code 573 missouri,code,semrush,5400,"Informational, Commercial",5400,25,0.96
area code 619 location,code,semrush,5400,Informational,5400,25,0.45
area code 628 location,code,semrush,5400,Informational,5400,27,0.46
area code 636,code,semrush,5400,Informational,5400,9,0.43
area code 657 location,code,semrush,5400,Informational,5400,11,0.72
area code 706 location,code,semrush,5400,Informational,5400,23,0.62
area code 719 location,code,semrush,5400,Informational,5400,23,0.7
area code 765,code,semrush,5400,Informational,5400,18,0.68
area code 804 location,code,semrush,5400,"Informational, Commercial",5400,23,0.66
area code 805 location,code,semrush,5400,Informational,5400,23,0.52
area code 808 location,code,semrush,5400,Informational,5400,9,0.72
area code 830,code,semrush,5400,Informational,5400,19,0.31
area code 848,code,semrush,5400,Informational,5400,18,0.9
area code 865,code,semrush,5400,Informational,5400,27,0.38
area code 919 location,code,semrush,5400,"Informational, Commercial",5400,23,0.33
area code 959,code,semrush,5400,"Informational, Commercial",5400,26,0.22
area code 984,code,semrush,5400,Informational,5400,26,1.28
arizona 480 area code,code,semrush,5400,"Informational, Commercial",5400,20,0.52
atlantic cod,code,semrush,5400,Informational,5400,21,1.22
baggu discount code,code,semrush,5400,Transactional,5400,18,0.73
baublebar discount code,code,semrush,5400,Transactional,5400,20,0.8
beis discount code,code,semrush,5400,Transactional,5400,27,1.17
bjs promo code,code,semrush,5400,Transactional,5400,23,4.7
blackened cod,code,semrush,5400,Informational,5400,25,1.34
blockspin codes,code,semrush,5400,Informational,5400,26,4.6
boston pin code,code,semrush,5400,Informational,5400,22,0.45
boston postal code,code,semrush,5400,Informational,5400,24,0.44
brownells coupon code,code,semrush,5400,Transactional,5400,26,0.63
brunt discount code,code,semrush,5400,Transactional,5400,18,0.7
caden lane discount code,code,semrush,5400,Transactional,5400,23,1.58
california 310 area code,code,semrush,5400,"Informational, Commercial",5400,18,1.3
california 951 area code,code,semrush,5400,"Informational, Commercial",5400,27,0.6
california state zip code,code,semrush,5400,Informational,5400,27,0.45
cape cod obituaries,code,semrush,5400,"Navigational, Commercial",5400,13,1.86
cape cod pizza,code,semrush,5400,"Navigational, Commercial",5400,26,1.29
cape cod rail trail,code,semrush,5400,"Informational, Commercial",5400,26,0.93
cb2 promo code,code,semrush,5400,Transactional,5400,28,4.53
cengage promo code,code,semrush,5400,"Informational, Transactional",5400,26,0.93
charlotte nc zip code mecklenburg county,code,semrush,5400,Informational,5400,20,0.4
cheat codes for grand theft,code,semrush,5400,Informational,5400,26,0.01
chicago il usa zip code,code,semrush,5400,Informational,5400,24,0.45
city zip code in new york,code,semrush,5400,Informational,5400,26,0.45
clash royale codes,code,semrush,5400,"Informational, Transactional",5400,26,0.01
code area 480,code,semrush,5400,Commercial,5400,27,1.26
code area 707,code,semrush,5400,Informational,5400,22,1.02
code de procedure penale,code,semrush,5400,"Informational, Commercial",5400,27,1.23
code rca remote,code,semrush,5400,Informational,5400,23,0.99
code red code,code,semrush,5400,Informational,5400,13,2.5
code zip las vegas,code,semrush,5400,Informational,5400,19,0.44
coldwater creek promo code,code,semrush,5400,Transactional,5400,19,0.67
colorado springs co zip code,code,semrush,5400,Informational,5400,18,0.44
crate and barrel coupon code,code,semrush,5400,Transactional,5400,22,0.52
cupshe coupon code,code,semrush,5400,Transactional,5400,24,1.4
dbrand coupon code,code,semrush,5400,Transactional,5400,14,2.44
dc dark legion codes,code,semrush,5400,Informational,5400,23,2.47
delaware zip code,code,semrush,5400,Informational,5400,18,0.44
detroit mi zip code,code,semrush,5400,Informational,5400,15,0.44
discount codes figs,code,semrush,5400,Transactional,5400,24,0.28
doubledown casino free codes,code,semrush,5400,Navigational,5400,16,6.82
draft king promo code,code,semrush,5400,Informational,5400,24,12.8
dress to impress code,code,semrush,5400,"Informational, Transactional",5400,29,0.02
etheria restart codes,code,semrush,5400,"Informational, Commercial",5400,28,6.91
eyeconic promo code,code,semrush,5400,Transactional,5400,28,1.61
fashion nova codes,code,semrush,5400,Transactional,5400,15,0.5
fcp euro coupon code,code,semrush,5400,Transactional,5400,20,0.4
figs coupon code,code,semrush,5400,Transactional,5400,23,0.28
find codes for rca universal remote,code,semrush,5400,"Informational, Transactional",5400,29,0.99
five area codes you should never answer,code,semrush,5400,Informational,5400,23,0.63
fiverr promo code,code,semrush,5400,Informational,5400,9,0.12
florida 239 area code,code,semrush,5400,"Informational, Commercial",5400,19,3.11
frost buddy discount code,code,semrush,5400,"Informational, Commercial",5400,12,0.07
ftd promo code,code,semrush,5400,Transactional,5400,29,2.18
g2211 cpt code,code,semrush,5400,Informational,5400,19,3.47
gametime coupon code,code,semrush,5400,Transactional,5400,18,1.53
garage coupon code,code,semrush,5400,Transactional,5400,26,0.25
general electric universal remote codes,code,semrush,5400,Informational,5400,12,0.84
georgia zip code,code,semrush,5400,Informational,5400,18,5.34
google workspace promo code,code,semrush,5400,Informational,5400,20,2.04
gorjana discount code,code,semrush,5400,Transactional,5400,15,0.43
grubhub codes,code,semrush,5400,Transactional,5400,21,2.16
gta san andreas cheat codes,code,semrush,5400,Informational,5400,23,0.01
guitar center codes coupons,code,semrush,5400,Transactional,5400,26,0.47
hello molly discount code,code,semrush,5400,Transactional,5400,17,0.6
hexclad discount code,code,semrush,5400,"Informational, Transactional",5400,20,0.36
hostinger coupon code,code,semrush,5400,Transactional,5400,22,2.52
how do you scan a qr code on your phone,code,semrush,5400,Informational,5400,28,0.62
how to cook cod fish,code,semrush,5400,Informational,5400,29,0.02
how to scan a qr code on your phone,code,semrush,5400,Informational,5400,29,0.62
how to scan qr code on android,code,semrush,5400,Informational,5400,29,0.58
hsn coupon code,code,semrush,5400,Transactional,5400,25,0.14
huckberry promo code,code,semrush,5400,Transactional,5400,22,0.13
hungry howie's promo code,code,semrush,5400,Transactional,5400,29,0.49
i love you in morse code,code,semrush,5400,Informational,5400,22,15.14
icd 10 code for osteoporosis,code,semrush,5400,Informational,5400,26,6.84
icd 10 code for paroxysmal atrial fibrillation,code,semrush,5400,Informational,5400,25,4.73
icd code for anxiety,code,semrush,5400,Informational,5400,28,1.42
ikon pass promo code,code,semrush,5400,Informational,5400,21,2.44
illinois zip code,code,semrush,5400,Informational,5400,17,0.4
indiana area code 260,code,semrush,5400,"Informational, Commercial",5400,25,0.15
jellycat coupon code,code,semrush,5400,Transactional,5400,23,0.25
jersey mike's coupon code,code,semrush,5400,Transactional,5400,28,0.03
jet's pizza promo code,code,semrush,5400,Transactional,5400,18,0.08
jomashop coupon codes,code,semrush,5400,Transactional,5400,21,0.37
jostens discount code,code,semrush,5400,"Informational, Transactional",5400,29,0.15
journeys discount code,code,semrush,5400,Transactional,5400,28,0.52
kendra scott coupon code,code,semrush,5400,Transactional,5400,24,0.93
kuhl promo code,code,semrush,5400,Transactional,5400,15,0.64
la jolla zip code,code,semrush,5400,Informational,5400,15,1.09
ladies dress code for black tie,code,semrush,5400,Informational,5400,19,0.41
las vegas nv zip code,code,semrush,5400,Informational,5400,22,0.44
laundry codes,code,semrush,5400,Informational,5400,20,0.13
lg washer ue code,code,semrush,5400,Informational,5400,28,0.34
location of 720 area code,code,semrush,5400,Informational,5400,27,0.34
location of area code 234,code,semrush,5400,Informational,5400,19,0.63
location of area code 916,code,semrush,5400,"Informational, Commercial",5400,9,0.66
loop earplugs discount code,code,semrush,5400,"Informational, Transactional",5400,22,0.26
louisiana area code 337,code,semrush,5400,Informational,5400,22,0.51
lyft discount code,code,semrush,5400,Transactional,5400,27,0.28
ma boston zip code,code,semrush,5400,Informational,5400,22,0.44
mango discount code,code,semrush,5400,Transactional,5400,28,0.76
manscaped discount code,code,semrush,5400,Transactional,5400,16,0.79
maui airport code,code,semrush,5400,Informational,5400,23,4.39
mccarran code,code,semrush,5400,Informational,5400,18,0.52
michael kors coupon code,code,semrush,5400,Transactional,5400,23,1.2
minneapolis mn zip code,code,semrush,5400,Informational,5400,22,0.4
mixtiles coupon code,code,semrush,5400,Transactional,5400,11,0.91
nec code book,code,semrush,5400,Commercial,5400,25,0.67
new balance offer codes,code,semrush,5400,Transactional,5400,28,0.2
new jersey pin code,code,semrush,5400,Informational,5400,24,0.45
new york area code 631,code,semrush,5400,Informational,5400,22,0.69
oh polly voucher code,code,semrush,5400,Transactional,5400,24,0.34
optics planet coupon code,code,semrush,5400,Transactional,5400,29,0.7
owala coupon code,code,semrush,5400,Transactional,5400,18,1.02
